terminalName,name,city,state,GeoPoint,nbDocks,Median Age,Male Population,Female Population,Total Population,Average Household Size,mean duration,total count,total % member,median duration member,median duration casual,most frequent station,second most frequent station,third most frequent station,monday count,monday % member,tuesday count,tuesday % member,wednesday count,wednesday % member,thursday count,thursday % member,friday count,friday % member,saturday count,saturday % member,sunday count,sunday % member,09h-17h count,09h-17h % member,00h-03h count,00h-03h % member,03h-06h count,03h-06h % member,06h-09h count,06h-09h % member,09h-12h count,09h-12h % member,12h-15h count,12h-15h % member,15h-18h count,15h-18h % member,18h-21h count,18h-21h % member,21h-00h count,21h-00h % member,jan count,jan % member,feb count,feb % member,mar count,mar % member,apr count,apr % member,may count,may % member,jun count,jun % member,jul count,jul % member,aug count,aug % member,sep count,sep % member,oct count,oct % member,nov count,nov % member,dec count,dec % member,cluster_labels
31000,Eads St & 15th St S,Arlington,Virginia,POINT(-77.05323 38.858971000000004),15.0,34.4,113981.0,115183.0,229164.0,2.19,1636.5705080545226,4035.0,70.48327137546468,662.0,1802.0,31000.0,31071.0,31249.0,533.0,76.54784240150094,531.0,82.67419962335218,602.0,76.74418604651162,579.0,76.1658031088083,525.0,71.42857142857143,686.0,54.518950437317784,579.0,59.585492227979266,2132.0,69.18386491557223,63.0,50.79365079365079,25.0,,480.0,80.83333333333333,984.0,69.20731707317073,691.0,71.20115774240232,792.0,69.57070707070707,808.0,70.66831683168317,192.0,60.41666666666666,146.0,83.56164383561644,152.0,85.52631578947368,277.0,66.4259927797834,442.0,62.44343891402715,444.0,66.66666666666666,534.0,64.7940074906367,505.0,66.93069306930694,470.0,68.51063829787232,414.0,74.8792270531401,351.0,79.77207977207978,194.0,78.35051546391753,106.0,83.01886792452831,cluster_6
31001,18th St & S Eads St,Arlington,Virginia,POINT(-77.05332 38.85725),9.0,34.4,113981.0,115183.0,229164.0,2.19,1147.6743346865132,4434.0,80.98782138024356,544.0,1633.0,31005.0,31249.0,31001.0,594.0,83.33333333333334,678.0,86.13569321533924,632.0,85.44303797468355,589.0,85.05942275042445,617.0,82.98217179902755,695.0,72.37410071942446,629.0,72.49602543720191,1826.0,73.32968236582694,51.0,84.31372549019608,137.0,99.2700729927007,647.0,91.49922720247295,657.0,72.29832572298326,660.0,70.60606060606061,976.0,81.04508196721312,1028.0,85.89494163424123,278.0,73.74100719424459,225.0,93.33333333333331,257.0,88.32684824902724,334.0,86.22754491017966,376.0,76.86170212765956,432.0,76.3888888888889,505.0,75.04950495049505,541.0,77.07948243992607,456.0,73.02631578947368,441.0,80.27210884353741,430.0,85.81395348837209,286.0,90.55944055944056,151.0,90.0662251655629,cluster_4
31002,Crystal Dr & 20th St S,Arlington,Virginia,POINT(-77.04923199999999 38.856425),15.0,34.4,113981.0,115183.0,229164.0,2.19,1203.8710570469798,11920.0,81.53523489932886,676.0,1724.0,31249.0,31052.0,31009.0,1611.0,87.15083798882681,1938.0,89.26728586171309,1911.0,86.76085818942961,1980.0,87.87878787878788,1697.0,85.5627578078963,1572.0,61.95928753180662,1211.0,62.84062758051198,5096.0,75.94191522762952,69.0,72.46376811594203,29.0,82.75862068965517,2125.0,95.1058823529412,1635.0,76.94189602446481,1872.0,73.3974358974359,3283.0,83.00335059396893,2510.0,79.04382470119522,397.0,71.2846347607053,415.0,85.5421686746988,500.0,86.6,721.0,78.91816920943134,1131.0,71.70645446507515,1431.0,78.96575821104122,1540.0,80.12987012987013,1514.0,80.05284015852048,1545.0,82.97734627831716,1141.0,84.04907975460122,1104.0,86.41304347826086,505.0,87.92079207920794,373.0,90.0804289544236,cluster_4
31003,Crystal Dr & 15th St S,Arlington,Virginia,POINT(-77.049593 38.860170000000004),10.0,34.4,113981.0,115183.0,229164.0,2.19,1232.239597021463,9132.0,81.51554971528691,503.0,1744.5,31011.0,31003.0,31249.0,1409.0,86.44428672817602,1546.0,88.55109961190169,1545.0,87.05501618122976,1351.0,86.67653589933381,1291.0,81.95197521301317,1045.0,65.07177033492823,945.0,63.80952380952379,4956.0,79.92332526230831,56.0,75.0,29.0,93.10344827586206,1057.0,87.60643330179754,1595.0,80.37617554858934,1650.0,75.93939393939394,2794.0,84.35934144595564,1558.0,81.0012836970475,393.0,75.06361323155217,388.0,90.72164948453607,418.0,90.66985645933016,625.0,84.32,880.0,73.06818181818183,937.0,73.95944503735325,1048.0,78.33969465648855,1084.0,78.22878228782288,1040.0,82.59615384615384,978.0,80.98159509202452,853.0,85.22860492379836,500.0,89.4,381.0,93.43832020997377,cluster_4
31004,Aurora Hills Cmty Ctr / 18th St & S Hayes St,Arlington,Virginia,POINT(-77.05949 38.857865999999994),11.0,34.4,113981.0,115183.0,229164.0,2.19,563.6865640160304,4741.0,94.24172115587429,241.0,1520.0,31005.0,31007.0,31011.0,723.0,95.57399723374829,752.0,96.01063829787235,752.0,96.4095744680851,804.0,97.88557213930349,747.0,98.52744310575636,579.0,84.97409326424871,384.0,82.03125,1925.0,91.27272727272728,,,,,1673.0,99.40227136879857,791.0,91.90897597977244,638.0,89.81191222570534,881.0,91.7139614074915,647.0,92.73570324574963,81.0,86.41975308641976,302.0,97.01986754966889,302.0,98.67549668874172,365.0,96.16438356164385,436.0,91.5137614678899,453.0,96.02649006622515,506.0,90.51383399209486,523.0,90.43977055449331,486.0,95.679012345679,455.0,93.62637362637363,467.0,94.86081370449678,243.0,95.88477366255144,203.0,95.56650246305419,cluster_6
31005,Pentagon City Metro / 12th St & S Hayes St,Arlington,Virginia,POINT(-77.059936 38.862303000000004),17.0,34.4,113981.0,115183.0,229164.0,2.19,891.1272379495027,13070.0,85.24866105585309,369.0,1443.5,31004.0,31091.0,31007.0,2041.0,87.16315531602156,2120.0,89.81132075471699,2133.0,91.09235818096576,2083.0,87.46999519923187,1975.0,87.24050632911394,1502.0,72.63648468708391,1216.0,72.36842105263158,5352.0,80.51195814648729,109.0,60.55045871559634,95.0,96.84210526315788,1264.0,95.56962025316456,1436.0,82.52089136490251,1883.0,75.78332448220924,4111.0,88.20238384821212,3158.0,86.16212792906903,1014.0,80.57199211045365,591.0,92.04737732656513,620.0,92.58064516129032,857.0,86.8144690781797,1262.0,81.45800316957211,1494.0,80.72289156626506,1533.0,78.34311806914545,1469.0,81.00748808713409,1486.0,81.76312247644685,1275.0,90.19607843137257,1245.0,90.20080321285141,740.0,92.56756756756756,498.0,96.78714859437751,cluster_4
31006,Army Navy Dr & S Joyce St,Arlington,Virginia,POINT(-77.0633 38.8637),13.0,34.4,113981.0,115183.0,229164.0,2.19,1130.190440175465,6611.0,77.85509000151262,545.0,1382.0,31006.0,31091.0,31001.0,876.0,82.53424657534245,869.0,83.88952819332566,894.0,81.20805369127517,839.0,79.85697258641241,890.0,80.6741573033708,1211.0,69.4467382328654,1032.0,71.70542635658916,3054.0,74.81990831696136,107.0,63.551401869158866,23.0,95.65217391304348,918.0,92.81045751633988,991.0,76.89202825428859,1188.0,76.01010101010101,1376.0,73.47383720930233,1498.0,77.23631508678238,510.0,72.94117647058823,262.0,88.1679389312977,286.0,86.01398601398601,426.0,79.10798122065728,637.0,70.95761381475667,628.0,71.656050955414,739.0,77.94316644113667,879.0,72.6962457337884,861.0,75.72590011614402,680.0,77.94117647058823,641.0,83.61934477379094,341.0,87.09677419354837,231.0,87.01298701298703,cluster_4
31007,Crystal City Metro / 18th St & S Bell St,Arlington,Virginia,POINT(-77.05113172531128 38.857404962615036),19.0,34.4,113981.0,115183.0,229164.0,2.19,776.4298372888381,19298.0,89.34604622240646,364.0,1063.5,31009.0,31011.0,31012.0,3319.0,92.31696294064476,3481.0,92.93306521114624,3622.0,92.13141910546659,3393.0,92.66136162687887,3141.0,90.48073861827444,1295.0,67.64478764478764,1047.0,71.06017191977078,6801.0,86.281429201588,122.0,69.67213114754098,47.0,80.85106382978722,4546.0,95.60052793664758,2544.0,88.91509433962266,1952.0,81.40368852459017,5387.0,89.86448858362725,3705.0,88.52901484480431,995.0,80.50251256281406,840.0,95.95238095238096,788.0,95.93908629441624,1127.0,89.17480035492457,1678.0,83.43265792610251,1955.0,85.88235294117645,2229.0,85.86810228802153,2445.0,88.62985685071575,2277.0,90.60166886253843,1904.0,89.18067226890757,1983.0,90.67070095814422,1195.0,94.05857740585772,877.0,94.86887115165337,cluster_4
31009,Crystal Dr & 27th St S,Arlington,Virginia,POINT(-77.051514 38.848465999999995),11.0,34.4,113981.0,115183.0,229164.0,2.19,992.813667732705,5941.0,79.98653425349269,367.0,1343.0,31007.0,31002.0,31009.0,943.0,84.51749734888652,1042.0,84.26103646833013,1013.0,83.31688055281343,1024.0,85.9375,874.0,81.6933638443936,518.0,58.68725868725869,527.0,63.5673624288425,2763.0,75.6786102062975,53.0,58.49056603773585,21.0,52.38095238095239,536.0,83.02238805970148,759.0,71.54150197628458,780.0,68.2051282051282,2464.0,86.12012987012987,1095.0,83.01369863013699,233.0,68.24034334763948,294.0,89.1156462585034,277.0,91.33574007220214,501.0,84.03193612774452,634.0,76.02523659305994,781.0,73.11139564660691,762.0,78.74015748031495,838.0,70.52505966587113,624.0,79.32692307692307,442.0,85.52036199095022,430.0,86.9767441860465,214.0,90.18691588785047,144.0,91.66666666666666,cluster_4
31010,S Glebe Rd & Potomac Ave,Arlington,Virginia,POINT(-77.0502 38.8426),11.0,34.4,113981.0,115183.0,229164.0,2.19,1193.5841535433071,6096.0,80.56102362204723,811.0,1279.0,31010.0,31011.0,31002.0,775.0,82.70967741935483,861.0,89.19860627177702,765.0,83.39869281045752,807.0,82.5278810408922,803.0,83.06351183063512,1197.0,73.51712614870509,888.0,73.31081081081079,2924.0,76.84678522571821,54.0,66.66666666666666,116.0,100.0,799.0,89.98748435544432,882.0,76.87074829931973,1254.0,77.51196172248805,1354.0,77.6218611521418,1229.0,81.77379983726607,408.0,81.86274509803921,230.0,80.43478260869566,189.0,92.06349206349206,363.0,80.44077134986227,575.0,78.6086956521739,695.0,75.39568345323741,770.0,76.88311688311687,736.0,78.66847826086956,759.0,80.63241106719367,660.0,82.27272727272728,590.0,84.23728813559322,307.0,86.97068403908794,222.0,87.38738738738738,cluster_4
31011,Crystal Dr & 23rd St S,Arlington,Virginia,POINT(-77.0498 38.8533),16.0,34.4,113981.0,115183.0,229164.0,2.19,1027.0540783686524,10004.0,85.76569372251099,401.0,1442.0,31007.0,31052.0,31003.0,1489.0,91.00067159167229,1694.0,90.61393152302244,1637.0,88.5766646304215,1722.0,89.08246225319397,1414.0,87.4115983026874,1084.0,70.38745387453874,964.0,73.3402489626556,4646.0,85.44984933275937,105.0,58.0952380952381,32.0,75.0,892.0,94.61883408071749,1154.0,84.4887348353553,1806.0,84.21926910299004,3270.0,89.2966360856269,2198.0,84.07643312101911,547.0,70.74954296160878,385.0,91.68831168831169,473.0,90.4862579281184,679.0,84.68335787923417,870.0,85.28735632183907,1110.0,87.02702702702703,1262.0,83.51822503961965,1194.0,79.7319932998325,1134.0,84.56790123456791,952.0,86.55462184873949,935.0,85.56149732620321,569.0,92.2671353251318,441.0,91.156462585034,cluster_4
